lat,lon,Prediction
37.787764099,-122.409925328,0.0
37.7878271137,-122.408384276,0.0
37.7589402059,-122.413045094,2.0
37.7622630617,-122.412179604,2.0
37.7639259195,-122.405468776,2.0
37.7882184508,-122.418445946,0.0
37.7890603556,-122.392347672,0.0
37.7882398998,-122.409256096,0.0
37.7527667267,-122.410519782,2.0
37.7609766091,-122.434457354,2.0
37.7639259195,-122.405468776,2.0
37.7639259195,-122.405468776,2.0
37.7897596938,-122.404828019,0.0
37.7895016292,-122.41027135,0.0
37.783695227,-122.410791678,0.0
37.7648250318,-122.412422725,2.0
37.798391758,-122.42480864,0.0
37.787722739,-122.412439198,0.0
37.763035554,-122.50966216,1.0
37.763035554,-122.50966216,1.0
37.763035554,-122.50966216,1.0
37.763035554,-122.50966216,1.0
37.763035554,-122.50966216,1.0
37.763035554,-122.50966216,1.0
37.763035554,-122.50966216,1.0
37.763035554,-122.50966216,1.0
37.763035554,-122.50966216,1.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7912255174,-122.404195425,0.0
37.785738295,-122.41382007,0.0
37.785738295,-122.41382007,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7869881885,-122.410699658,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7320374278,-122.380028764,2.0
37.7878271137,-122.408384276,0.0
37.7867259286,-122.412755326,0.0
37.7424057567,-122.489090192,1.0
37.778632049,-122.410111374,0.0
37.7840890367,-122.411800135,0.0
37.7773983117,-122.422254495,0.0
37.7754207067,-122.403404791,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7594227506,-122.419058868,2.0
37.7594227506,-122.419058868,2.0
37.7546172382,-122.418738266,2.0
37.796204621,-122.423682814,0.0
37.7878271137,-122.408384276,0.0
37.7878271137,-122.408384276,0.0
37.7878271137,-122.408384276,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7227270384,-122.436194485,2.0
37.7841847091,-122.418562097,0.0
37.7571005796,-122.417812559,2.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.7586968166,-122.417964484,2.0
37.7586968166,-122.417964484,2.0
37.7571005796,-122.417812559,2.0
37.7618358012,-122.419360353,2.0
37.7571005796,-122.417812559,2.0
37.7571005796,-122.417812559,2.0
37.7571005796,-122.417812559,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7586968166,-122.417964484,2.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.7604330004,-122.41592985,2.0
37.7570361132,-122.418904205,2.0
37.7604330004,-122.41592985,2.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.7635718956,-122.417332583,2.0
37.7603656932,-122.417028392,2.0
37.7586968166,-122.417964484,2.0
37.7620347867,-122.416078424,2.0
37.7481664084,-122.418221946,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7586968166,-122.417964484,2.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.7572322279,-122.415629332,2.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.7571005796,-122.417812559,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7531779939,-122.403409085,2.0
37.788082534,-122.410059856,0.0
37.7650501215,-122.41967178,2.0
37.7586324052,-122.419052694,2.0
37.7604330004,-122.41592985,2.0
37.7864094034,-122.408040475,0.0
37.7586968166,-122.417964484,2.0
37.787965257,-122.418467748,0.0
37.787965257,-122.418467748,0.0
37.7634954373,-122.418486297,2.0
37.787965257,-122.418467748,0.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7604330004,-122.41592985,2.0
37.7652491154,-122.41638971,2.0
37.7874861572,-122.418368839,0.0
37.787965257,-122.418467748,0.0
37.7870372044,-122.418274172,0.0
37.7549624154,-122.426635077,2.0
37.7635718956,-122.417332583,2.0
37.787359495,-122.408231026,0.0
37.7878718776,-122.411702003,0.0
37.7588312135,-122.415781282,2.0
37.7586968166,-122.417964484,2.0
37.787359495,-122.408231026,0.0
37.7590272974,-122.412502864,2.0
37.787359495,-122.408231026,0.0
37.7868262082,-122.419930112,0.0
37.787359495,-122.408231026,0.0
37.7604330004,-122.41592985,2.0
37.787359495,-122.408231026,0.0
37.787359495,-122.408231026,0.0
37.7882933915,-122.40840386,0.0
37.765181804,-122.417488324,2.0
37.7572322279,-122.415629332,2.0
37.7646048757,-122.405466576,2.0
37.7864094034,-122.408040475,0.0
37.7588312135,-122.415781282,2.0
37.7586968166,-122.417964484,2.0
37.7572322279,-122.415629332,2.0
37.7571005796,-122.417812559,2.0
37.760301234,-122.418120086,2.0
37.7629167767,-122.412173946,2.0
37.7650501215,-122.41967178,2.0
37.787359495,-122.408231026,0.0
37.7617009782,-122.411090795,2.0
37.787148808,-122.409876623,0.0
37.755504342,-122.41766064,2.0
37.7531779939,-122.403409085,2.0
37.7586968166,-122.417964484,2.0
37.7882933915,-122.40840386,0.0
37.760301234,-122.418120086,2.0
37.760301234,-122.418120086,2.0
37.7586968166,-122.417964484,2.0
37.7619029613,-122.418272166,2.0
37.7586968166,-122.417964484,2.0
37.7605000726,-122.414845139,2.0
37.7586968166,-122.417964484,2.0
37.755504342,-122.41766064,2.0
37.787359495,-122.408231026,0.0
37.7604330004,-122.41592985,2.0
37.7586968166,-122.417964484,2.0
37.7586968166,-122.417964484,2.0
37.7604330004,-122.41592985,2.0
37.7571677817,-122.416720982,2.0
37.760301234,-122.418120086,2.0
37.7586968166,-122.417964484,2.0
37.7603656932,-122.417028392,2.0
37.7589178813,-122.415239912,2.0
37.7609899089,-122.412056242,2.0
37.7579459515,-122.416863556,2.0
37.7596123169,-122.415921585,2.0
37.7677177521,-122.415605496,2.0
37.7878271137,-122.408384276,0.0
37.7254765726,-122.463079076,1.0
37.7603888134,-122.417577215,2.0
37.7612142237,-122.416070933,2.0
37.7570790191,-122.417260521,2.0
37.7242085323,-122.460301751,1.0
37.7432215533,-122.473030392,1.0
37.7588083436,-122.415229421,2.0
37.7589402059,-122.413045094,2.0
37.7580118295,-122.415770264,2.0
37.7622630617,-122.412179604,2.0
37.7639259195,-122.405468776,2.0
37.7425626183,-122.488025948,1.0
37.7882184508,-122.418445946,0.0
37.7578884408,-122.417817853,2.0
37.7627583408,-122.41718521,2.0
37.7596123169,-122.415921585,2.0
37.7869881885,-122.410699658,0.0
37.7754207067,-122.403404791,0.0
37.7895016292,-122.41027135,0.0
37.7246926894,-122.459564595,1.0
37.7869881885,-122.410699658,0.0
37.783695227,-122.410791678,0.0
37.7648181686,-122.469655723,1.0
37.7555244882,-122.418208517,2.0
37.7648250318,-122.412422725,2.0
37.7607866652,-122.498974694,1.0
37.7594801326,-122.418108926,2.0
37.7594884557,-122.417970955,2.0
37.7594884557,-122.417970955,2.0
37.7163046735,-122.440593032,1.0
37.7913046529,-122.400180244,0.0
37.790463178,-122.405941469,0.0
37.7965510481,-122.405283981,0.0
37.7258401277,-122.402780926,2.0
37.793524904,-122.405396537,0.0
37.7755496262,-122.502148729,1.0
37.7108555178,-122.404079634,2.0
37.7611477648,-122.417169895,2.0
37.794611818,-122.403994863,0.0
37.7584203037,-122.418963082,2.0
37.7854574903,-122.400916029,0.0
37.7556559649,-122.416025191,2.0
37.7912255174,-122.404195425,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7594884557,-122.417970955,2.0
37.7878271137,-122.408384276,0.0
37.7869881885,-122.410699658,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7887345764,-122.406886504,0.0
37.7878432562,-122.408247356,0.0
37.7878432562,-122.408247356,0.0
37.7863245886,-122.409155387,0.0
37.7754207067,-122.403404791,0.0
37.7424057567,-122.489090192,1.0
37.7939790012,-122.405490836,0.0
37.7855804362,-122.412857127,0.0
37.7726948237,-122.422188261,2.0
37.7423737279,-122.492316502,1.0
37.778632049,-122.410111374,0.0
37.7588520014,-122.416331137,2.0
37.7595544125,-122.416878691,2.0
37.7726948237,-122.422188261,2.0
37.7897596938,-122.404828019,0.0
37.732396601,-122.445474781,1.0
37.7424682354,-122.490170247,1.0
37.7612142237,-122.416070933,2.0
37.7870966496,-122.410721626,0.0
37.7859988324,-122.411747372,0.0
37.7427355501,-122.481592052,1.0
37.7897596938,-122.404828019,0.0
37.7899019823,-122.407114491,0.0
37.7883351248,-122.416032977,0.0
37.7625630892,-122.478194247,1.0
37.7621213524,-122.415543548,2.0
37.7878271137,-122.408384276,0.0
37.7754207067,-122.403404791,0.0
37.7644227956,-122.40940833,2.0
37.7594884557,-122.417970955,2.0
37.7595460925,-122.417016664,2.0
37.7837069302,-122.408595111,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7897596938,-122.404828019,0.0
37.788323545,-122.411857033,0.0
37.7108555178,-122.404079634,2.0
37.7827388378,-122.445217148,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7594227506,-122.419058868,2.0
37.796204621,-122.423682814,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7941711833,-122.403904789,0.0
37.7946373197,-122.406981047,0.0
37.7805788609,-122.471250259,1.0
37.7849124714,-122.408648589,0.0
37.7841847091,-122.418562097,0.0
37.7925067441,-122.409336466,0.0
37.7594884557,-122.417970955,2.0
37.7603453746,-122.416472035,2.0
37.7946646538,-122.404767636,0.0
37.7632161069,-122.419561596,2.0
37.722349838,-122.43217156,2.0
37.7752065367,-122.509644694,1.0
37.7596123169,-122.415921585,2.0
37.7578801214,-122.417955822,2.0
37.7605000726,-122.414845139,2.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7619674218,-122.417180449,2.0
37.7912255174,-122.404195425,0.0
37.7897596938,-122.404828019,0.0
37.7571005796,-122.417812559,2.0
37.773641216,-122.421701514,2.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7869881885,-122.410699658,0.0
37.7586968166,-122.417964484,2.0
37.7777528845,-122.472707845,1.0
37.7299346936,-122.397744427,2.0
37.7874861572,-122.418368839,0.0
37.7141051921,-122.439819027,1.0
37.7909162094,-122.392925908,0.0
37.7819788534,-122.439329635,0.0
37.7883351248,-122.416032977,0.0
37.7855804362,-122.412857127,0.0
37.793524904,-122.405396537,0.0
37.7184872987,-122.48390412,1.0
37.7586968166,-122.417964484,2.0
37.7854574903,-122.400916029,0.0
37.7612911364,-122.48503873,1.0
37.7612911364,-122.48503873,1.0
37.7612911364,-122.48503873,1.0
37.7612911364,-122.48503873,1.0
37.7612911364,-122.48503873,1.0
37.760301234,-122.418120086,2.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7754207067,-122.403404791,0.0
37.7754207067,-122.403404791,0.0
37.754082245,-122.481309337,1.0
37.754082245,-122.481309337,1.0
37.7535477247,-122.49094436,1.0
37.7758429042,-122.495731177,1.0
37.7774104345,-122.461346511,1.0
37.7197169663,-122.468510801,1.0
37.7632996946,-122.421733768,2.0
37.7617306685,-122.47755034,1.0
37.7617306685,-122.47755034,1.0
37.7617306685,-122.47755034,1.0
37.7586968166,-122.417964484,2.0
37.7501922192,-122.504206336,1.0
37.7501922192,-122.504206336,1.0
37.7603656932,-122.417028392,2.0
37.7356506399,-122.448307079,1.0
37.7356506399,-122.448307079,1.0
37.7356506399,-122.448307079,1.0
37.7897596938,-122.404828019,0.0
37.7861493948,-122.417273345,0.0
37.7769551138,-122.417997608,0.0
37.7603454517,-122.506470086,1.0
37.7586968166,-122.417964484,2.0
37.7602340754,-122.41920825,2.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7220290973,-122.401207222,2.0
37.7726948237,-122.422188261,2.0
37.788817004,-122.400816276,0.0
37.7684715664,-122.416708154,2.0
37.7684715664,-122.416708154,2.0
37.798715319,-122.403891536,0.0
37.7175091052,-122.386851784,2.0
37.787148808,-122.409876623,0.0
37.7773885566,-122.408550682,0.0
37.7773885566,-122.408550682,0.0
37.8056654685,-122.412782237,0.0
37.793524904,-122.405396537,0.0
37.7876109395,-122.414201442,0.0
37.7879136979,-122.419317324,0.0
37.7755496262,-122.502148729,1.0
37.7871979591,-122.409055191,0.0
37.7864094034,-122.408040475,0.0
37.7481664084,-122.418221946,2.0
37.7481664084,-122.418221946,2.0
37.7578801214,-122.417955822,2.0
37.7869408999,-122.41151882,0.0
37.787359495,-122.408231026,0.0
37.7862042105,-122.409686192,0.0
37.7917625984,-122.42243554,0.0
37.7582649135,-122.411569592,2.0
37.7582649135,-122.411569592,2.0
37.7147347357,-122.412457953,2.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7854574903,-122.400916029,0.0
37.7594884557,-122.417970955,2.0
37.7602740352,-122.413797083,2.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7899200015,-122.42206273,0.0
37.7571005796,-122.417812559,2.0
37.7636337703,-122.416230393,2.0
37.7874861572,-122.418368839,0.0
37.7636979309,-122.415155941,2.0
37.7626173569,-122.406173615,2.0
37.7588312135,-122.415781282,2.0
37.7918797837,-122.414270421,0.0
37.7872771546,-122.4168252,0.0
37.7861007452,-122.418090767,0.0
37.7604330004,-122.41592985,2.0
37.7587640201,-122.416872884,2.0
37.7652491154,-122.41638971,2.0
37.762815158,-122.416220196,2.0
37.7636337703,-122.416230393,2.0
37.7539653995,-122.400631955,2.0
37.7900459017,-122.417209639,0.0
37.7847536578,-122.421195222,0.0
37.7555687969,-122.416569016,2.0
37.7896188192,-122.420497289,0.0
37.7844496613,-122.416075285,0.0
37.7870372043,-122.418274172,0.0
37.787965257,-122.418467748,0.0
37.7851670876,-122.417903978,0.0
37.7638222259,-122.413591696,2.0
37.7588312135,-122.415781282,2.0
37.7586968166,-122.417964484,2.0
37.787965257,-122.418467748,0.0
37.7842362878,-122.417710345,0.0
37.7605000726,-122.414845139,2.0
37.7622714633,-122.412041634,2.0
37.7612142237,-122.416070933,2.0
37.7586968166,-122.417964484,2.0
37.7905094152,-122.417368207,0.0
37.765448018,-122.413107623,2.0
37.7636337703,-122.416230393,2.0
37.7571005796,-122.417812559,2.0
37.7844496613,-122.416075285,0.0
37.7636979309,-122.415155941,2.0
37.7619029613,-122.418272166,2.0
37.7884881521,-122.421949488,0.0
37.7905770711,-122.420691681,0.0
37.7578884408,-122.417817853,2.0
37.7618771,-122.408188875,2.0
37.7851670875,-122.417903978,0.0
37.7870372043,-122.418274172,0.0
37.7634954373,-122.418486297,2.0
37.7594884557,-122.417970955,2.0
37.7874861572,-122.418368839,0.0
37.7604330004,-122.41592985,2.0
37.7620347867,-122.416078424,2.0
37.7612142237,-122.416070933,2.0
37.787965257,-122.418467748,0.0
37.7874861572,-122.418368839,0.0
37.7628232674,-122.416082198,2.0
37.8008726328,-122.426995327,0.0
37.7870372044,-122.418274172,0.0
37.7870372044,-122.418274172,0.0
37.7851670875,-122.417903978,0.0
37.7842362878,-122.417710345,0.0
37.7620347867,-122.416078424,2.0
37.7651098786,-122.418701003,2.0
37.7594801326,-122.418108926,2.0
37.7579542741,-122.416725586,2.0
37.7870372044,-122.418274172,0.0
37.7636337703,-122.416230393,2.0
37.7853750846,-122.416261837,0.0
37.7905770711,-122.420691681,0.0
37.7626173569,-122.406173615,2.0
37.7894600152,-122.421319145,0.0
37.7653356123,-122.415873491,2.0
37.7881906055,-122.418580509,0.0
37.7634954373,-122.418486297,2.0
37.7653161356,-122.415308389,2.0
37.7844496613,-122.416075285,0.0
37.7634954373,-122.418486297,2.0
37.7870372044,-122.418274172,0.0
37.7874861572,-122.418368839,0.0
37.7886989511,-122.420307356,0.0
37.7870372044,-122.418274172,0.0
37.7642205604,-122.419658344,2.0
37.7586968166,-122.417964484,2.0
37.7638222259,-122.413591696,2.0
37.7652491154,-122.41638971,2.0
37.7587640201,-122.416872884,2.0
37.7596123169,-122.415921585,2.0
37.7604330004,-122.41592985,2.0
37.7842362878,-122.417710345,0.0
37.7844496613,-122.416075285,0.0
37.7636337703,-122.416230393,2.0
37.787965257,-122.418467748,0.0
37.7588312135,-122.415781282,2.0
37.7636337703,-122.416230393,2.0
37.7870372043,-122.418274172,0.0
37.7844496613,-122.416075285,0.0
37.7874861572,-122.418368839,0.0
37.7578884408,-122.417817853,2.0
37.7812673468,-122.433155869,0.0
37.7844496613,-122.416075285,0.0
37.7634954373,-122.418486297,2.0
37.7604330004,-122.41592985,2.0
37.7482978317,-122.411486366,2.0
37.7844496613,-122.416075285,0.0
37.7604330004,-122.41592985,2.0
37.7652491154,-122.41638971,2.0
37.7609899089,-122.412056242,2.0
37.787965257,-122.418467748,0.0
37.7596123169,-122.415921585,2.0
37.7870372044,-122.418274172,0.0
37.7620990021,-122.415000537,2.0
37.7620990021,-122.415000537,2.0
37.7844496613,-122.416075285,0.0
37.7619674218,-122.417180449,2.0
37.7844496613,-122.416075285,0.0
37.7844496613,-122.416075285,0.0
37.7108945815,-122.420556751,2.0
37.7619029613,-122.418272166,2.0
37.7884881521,-122.421949488,0.0
